Code,Year,Access to electricity (% of population)
NAM,2009,4.41E+16
NAM,2010,4.46107E+15
NAM,2011,4.23E+15
NAM,2012,4.66319E+16
NAM,2013,4.74E+16
NAM,2014,48728515625
NAM,2015,5.16E+16
NAM,2016,4.97E+15
NAM,2017,525
NAM,2018,5.40029E+15
NAM,2019,5.51771E+15
NAM,2020,5.62587E+15
NRU,1990,9.89991E+15
NRU,1991,9.90413E+15
NRU,1992,9.90834E+15
NRU,1993,9.91249E+14
NRU,1994,9.91649E+15
NRU,1995,9.9203E+15
NRU,1996,9.92383E+15
NRU,1997,9.92702E+15
NRU,1998,9.9298E+15
NRU,1999,9.9321E+15
NRU,2000,9.94371E+15
NRU,2001,9.94156E+15
NRU,2002,9.93866E+15
NRU,2003,9.93523E+14
NRU,2004,9.93152E+15
NRU,2005,9.92775E+15
NRU,2006,9.92416E+15
NRU,2007,9.98E+15
NRU,2008,9.91862E+15
NRU,2009,9.91721E+15
NRU,2010,9.91706E+14
NRU,2011,99
NRU,2012,9.92164E+15
NRU,2013,9.92682E+14
NRU,2014,9.93378E+14
NRU,2015,99
NRU,2016,9.97129E+15
NRU,2017,9.987E+15
NRU,2018,9.99282E+12
NRU,2019,100
NRU,2020,100
NPL,1996,1.79E+16
NPL,1997,1.81329E+15
NPL,1998,2.17325E+16
NPL,1999,2.53274E+16
NPL,2000,2.90463E+16
NPL,2001,2.46E+16
NPL,2002,3.58874E+15
NPL,2003,3.9299E+14
NPL,2004,3.72E+15
NPL,2005,4.61157E+15
NPL,2006,5.12E+15
NPL,2007,5.29402E+15
NPL,2008,5.6362E+15
NPL,2009,5.97937E+15
NPL,2010,6.86E+14
NPL,2011,6.726E+15
NPL,2012,7.4966E+15
NPL,2013,7.74662E+15
NPL,2014,8.49E+14
NPL,2015,8.2524E+15
NPL,2016,9.07E+15
NPL,2017,8.78963E+15
NPL,2018,9.392E+15
NPL,2019,8.99E+14
NPL,2020,8.99E+14
NLD,1990,100
NLD,1991,100
NLD,1992,100
NLD,1993,100
NLD,1994,100
NLD,1995,100
NLD,1996,100
NLD,1997,100
NLD,1998,100
NLD,1999,100
NLD,2000,100
NLD,2001,100
NLD,2002,100
NLD,2003,100
NLD,2004,100
NLD,2005,100
NLD,2006,100
NLD,2007,100
NLD,2008,100
NLD,2009,100
NLD,2010,100
NLD,2011,100
NLD,2012,100
NLD,2013,100
NLD,2014,100
NLD,2015,100
NLD,2016,100
NLD,2017,100
NLD,2018,100
NLD,2019,100
NLD,2020,100
NCL,1990,9.98443E+15
NCL,1991,9.98758E+15
NCL,1992,9.99069E+15
NCL,1993,9.99373E+13
NCL,1994,9.99651E+15
NCL,1995,100
NCL,1996,100
NCL,1997,100
NCL,1998,100
NCL,1999,100
NCL,2000,100
NCL,2001,100
NCL,2002,100
NCL,2003,100
NCL,2004,100
NCL,2005,100
NCL,2006,100
NCL,2007,100
NCL,2008,100
NCL,2009,100
NCL,2010,100
NCL,2011,100
NCL,2012,100
NCL,2013,100
NCL,2014,100
NCL,2015,100
NCL,2016,100
NCL,2017,100
NCL,2018,100
NCL,2019,100
NCL,2020,100
NZL,1990,100
NZL,1991,100
NZL,1992,100
NZL,1993,100
NZL,1994,100
NZL,1995,100
NZL,1996,100
NZL,1997,100
NZL,1998,100
NZL,1999,100
NZL,2000,100
NZL,2001,100
NZL,2002,100
NZL,2003,100
NZL,2004,100
NZL,2005,100
NZL,2006,100
NZL,2007,100
NZL,2008,100
NZL,2009,100
NZL,2010,100
NZL,2011,100
NZL,2012,100
NZL,2013,100
NZL,2014,100
NZL,2015,100
NZL,2016,100
NZL,2017,100
NZL,2018,100
NZL,2019,100
NZL,2020,100
NIC,1993,7.20642E+15
NIC,1994,6.92538E+15
NIC,1995,6.98499E+15
NIC,1996,7.04433E+14
NIC,1997,7.10332E+15
NIC,1998,6.90471E+15
NIC,1999,7.22001E+15
NIC,2000,7.27816E+15
NIC,2001,7.22216E+14
NIC,2002,7.38583E+15
NIC,2003,7.43876E+15
NIC,2004,7.49141E+15
NIC,2005,7.38218E+15
NIC,2006,7.59678E+11
NIC,2007,7.65001E+15
NIC,2008,7.70396E+15
NIC,2009,7.79163E+15
NIC,2010,7.81512E+15
NIC,2011,7.87287E+15
NIC,2012,7.96392E+12
NIC,2013,8.08234E+15
NIC,2014,8.18531E+15
NIC,2015,8.32493E+15
NIC,2016,8.46401E+14
NIC,2017,8.59898E+15
NIC,2018,8.71167E+14
NIC,2019,8.80583E+14
NIC,2020,8.89074E+15
NER,1992,4.4E+15
NER,1993,4.01214E+15
NER,1994,4.57178E+15
NER,1995,6.2E+15
NER,1996,7
NER,1997,6.23573E+15
NER,1998,6.7E+15
NER,1999,7.32568E+15
NER,2000,6.48148E+15
NER,2001,8.36194E+14
NER,2002,8.85895E+14
NER,2003,9.35072E+15
NER,2004,9.83961E+15
NER,2005,7.1E+15
NER,2006,9.3E+15
NER,2007,1.13129E+16
NER,2008,1.18149E+16
NER,2009,1.23268E+15
NER,2010,1.32775E+15
NER,2011,1.43E+16
NER,2012,1.44E+16
NER,2013,1.517E+16
NER,2014,1.57705E+15
NER,2015,1.66E+16
NER,2016,1.72715E+16
NER,2017,1.80495E+15
NER,2018,1.76E+16
NER,2019,1.89746E+16
NER,2020,1.92519E+16
NGA,1990,2.73E+16
NGA,1991,3.52346E+15
NGA,1992,3.60995E+15
NGA,1993,3.69636E+16
NGA,1994,3.78265E+15
NGA,1995,3.86873E+16
NGA,1996,3.95453E+16
NGA,1997,4.04E+15
NGA,1998,4.12506E+15
NGA,1999,4.49E+16
NGA,2000,4.31215E+14
NGA,2001,4.38807E+16
NGA,2002,4.46323E+16
NGA,2003,5.22E+15
NGA,2004,4.61222E+15
NGA,2005,4.68652E+16
NGA,2006,4.761E+16
NGA,2007,5.01309E+15
NGA,2008,5.03E+15
NGA,2009,4.98825E+15
NGA,2010,48
NGA,2011,5.59E+16
NGA,2012,5.32312E+15
NGA,2013,5.56E+16
NGA,2014,5.40482E+14
NGA,2015,525
NGA,2016,5.93E+15
NGA,2017,5.44E+16
NGA,2018,565
NGA,2019,5.54E+16
NGA,2020,5.54E+16
,1990,100
,1991,100
,1992,100
,1993,100
,1994,100
,1995,100
,1996,100
,1997,100
,1998,100
,1999,100
,2000,100
,2001,100
,2002,100
,2003,100
,2004,100
,2005,100
,2006,100
,2007,100
,2008,100
,2009,100
,2010,100
,2011,100
,2012,100
,2013,100
,2014,100
,2015,100
,2016,100
,2017,100
,2018,100
,2019,100
,2020,100
PRK,2009,26
PRK,2010,2.92512E+16
PRK,2011,3.1492E+16
PRK,2012,3.37509E+15
PRK,2013,3.60296E+16
PRK,2014,3.83261E+15
PRK,2015,4.06375E+15
PRK,2016,4.29607E+15
PRK,2017,4.52929E+16
PRK,2018,4.7631E+15
PRK,2019,4.9972E+15
PRK,2020,5.23135E+15
MKD,1990,100
MKD,1991,100
MKD,1992,100
MKD,1993,100
MKD,1994,100
MKD,1995,100
MKD,1996,100
MKD,1997,100
MKD,1998,100
MKD,1999,100
MKD,2000,100
MKD,2001,100
MKD,2002,100
MKD,2003,100
MKD,2004,9.942E+15
MKD,2005,100
MKD,2006,99
MKD,2007,100
MKD,2008,9.92E+15
MKD,2009,9.92E+15
MKD,2010,100
MKD,2011,9.97262E+15
MKD,2012,100
MKD,2013,100
MKD,2014,100
MKD,2015,100
MKD,2016,100
MKD,2017,100
MKD,2018,9.98E+15
MKD,2019,100
MKD,2020,100
MNP,1990,9.98533E+15
MNP,1991,9.98844E+14
MNP,1992,9.9915E+15
MNP,1993,9.99449E+14
MNP,1994,9.99716E+15
MNP,1995,100
MNP,1996,100
MNP,1997,100
MNP,1998,100
MNP,1999,100
MNP,2000,100
MNP,2001,100
MNP,2002,9.99876E+15
MNP,2003,9.99619E+15
MNP,2004,9.99228E+15
MNP,2005,9.98776E+15
MNP,2006,9.98332E+15
MNP,2007,100
MNP,2008,100
MNP,2009,100
MNP,2010,100
MNP,2011,100
MNP,2012,100
MNP,2013,100
MNP,2014,100
MNP,2015,100
MNP,2016,100
MNP,2017,100
MNP,2018,100
MNP,2019,100
MNP,2020,100
NOR,1990,100
NOR,1991,100
NOR,1992,100
NOR,1993,100
NOR,1994,100
NOR,1995,100
NOR,1996,100
NOR,1997,100
NOR,1998,100
NOR,1999,100
NOR,2000,100
NOR,2001,100
NOR,2002,100
NOR,2003,100
NOR,2004,100
NOR,2005,100
NOR,2006,100
NOR,2007,100
NOR,2008,100
NOR,2009,100
NOR,2010,100
NOR,2011,100
NOR,2012,100
NOR,2013,100
NOR,2014,100
NOR,2015,100
NOR,2016,100
NOR,2017,100
NOR,2018,100
NOR,2019,100
NOR,2020,100
OMN,1990,100
OMN,1991,100
OMN,1992,100
OMN,1993,100
OMN,1994,100
OMN,1995,100
OMN,1996,100
OMN,1997,100
OMN,1998,100
OMN,1999,100
OMN,2000,100
OMN,2001,100
OMN,2002,100
OMN,2003,100
OMN,2004,100
OMN,2005,100
OMN,2006,100
OMN,2007,100
OMN,2008,100
OMN,2009,100
OMN,2010,100
OMN,2011,100
OMN,2012,100
OMN,2013,100
OMN,2014,100
OMN,2015,100
OMN,2016,100
OMN,2017,100
OMN,2018,100
OMN,2019,100
OMN,2020,100
PAK,1998,7.046E+15
PAK,1999,7.02654E+15
PAK,2000,7.03106E+15
PAK,2001,7.03615E+15
PAK,2002,7.04049E+15
PAK,2003,7.0443E+14
PAK,2004,7.04782E+15
PAK,2005,7.05129E+15
PAK,2006,7.05495E+15
PAK,2007,7.05905E+15
PAK,2008,7.06389E+15
PAK,2009,7.06971E+15
PAK,2010,7.0768E+15
PAK,2011,7.08543E+15
PAK,2012,7.09586E+15
PAK,2013,7.10828E+15
PAK,2014,7.12247E+15
PAK,2015,7.13815E+15
PAK,2016,7.15502E+15
PAK,2017,7.079E+15
PAK,2018,7.27831E+14
PAK,2019,7.41277E+15
PAK,2020,7.53797E+15
PLW,1990,9.66254E+15
PLW,1991,9.67627E+15
PLW,1992,9.68999E+15
PLW,1993,9.70365E+15
PLW,1994,9.71717E+15
PLW,1995,9.73048E+15
PLW,1996,9.74353E+15
PLW,1997,9.75623E+15
PLW,1998,9.76853E+15
PLW,1999,9.78034E+15
PLW,2000,9.8169E+15
PLW,2001,9.82286E+15
PLW,2002,9.82805E+13
PLW,2003,9.83272E+14
PLW,2004,9837109375
PLW,2005,9.89165E+12
PLW,2006,9.84596E+15
PLW,2007,9.85093E+15
PLW,2008,9.85662E+15
PLW,2009,9.86331E+15
PLW,2010,9.87126E+15
PLW,2011,9.88075E+15
PLW,2012,9.76304E+15
PLW,2013,9.90532E+15
PLW,2014,9.98103E+13
PLW,2015,9.93692E+14
PLW,2016,100
PLW,2017,100
PLW,2018,100
PLW,2019,100
PLW,2020,100
PSE,1997,9.79E+14
PSE,1998,9.85393E+15
PSE,1999,9.86232E+15
PSE,2000,9.97E+15
PSE,2001,9.91E+14
PSE,2002,9.92369E+15
PSE,2003,9.91E+14
PSE,2004,995
PSE,2005,9.96E+14
PSE,2006,9.97E+15
PSE,2007,9.88E+15
PSE,2008,9.98E+15
PSE,2009,9.99E+14
PSE,2010,9.99E+14
PSE,2011,9.97E+15
PSE,2012,9.98E+15
PSE,2013,9.99E+14
PSE,2014,9.99E+14
PSE,2015,9.99E+14
PSE,2016,100
PSE,2017,9.97E+15
PSE,2018,100
PSE,2019,100
PSE,2020,100
PAN,1990,7.019E+15
PAN,1991,7.34431E+15
PAN,1992,7.42556E+14
PAN,1993,7.50675E+15
PAN,1994,7.58779E+15
PAN,1995,7.66863E+15
PAN,1996,7.7492E+14
PAN,1997,7.82943E+15
PAN,1998,7.90926E+15
PAN,1999,7.9886E+15
PAN,2000,8.14014E+15
PAN,2001,8.14563E+15
PAN,2002,8.22009E+15
PAN,2003,8.78E+15
PAN,2004,8.36769E+14
PAN,2005,8.44129E+15
PAN,2006,8.51508E+15
PAN,2007,8.58932E+15
PAN,2008,8.66428E+15
PAN,2009,8.74024E+15
PAN,2010,8.685E+14
PAN,2011,8.89622E+15
PAN,2012,8.97679E+15
PAN,2013,8.91E+14
PAN,2014,9.14366E+15
PAN,2015,9.22948E+15
PAN,2016,9.31648E+14
PAN,2017,9.37E+15
PAN,2018,9.49285E+15
PAN,2019,9.58163E+15
PAN,2020,9.67046E+15
PNG,1996,11
PNG,1997,2.15848E+15
PNG,1998,4.29509E+16
PNG,1999,6.42686E+15
PNG,2000,7.57701E+15
PNG,2001,9.88218E+15
PNG,2002,1.21798E+16
PNG,2003,1.44721E+15
PNG,2004,1.67616E+15
PNG,2005,1.90505E+16
PNG,2006,1.24E+16
PNG,2007,2.36366E+16
PNG,2008,2.59392E+16
PNG,2009,1.72E+16
PNG,2010,195
PNG,2011,3.29173E+16
PNG,2012,3.52759E+15
PNG,2013,3.76543E+14
PNG,2014,4.00505E+15
PNG,2015,4.28782E+15
PNG,2016,4.94E+16
PNG,2017,5.44E+16
PNG,2018,5.57274E+16
PNG,2019,5.9663E+14
PNG,2020,6.04E+16
PRY,1995,7.74691E+14
PRY,1996,8.62601E+15
PRY,1997,8.64129E+15
PRY,1998,8.77624E+15
PRY,1999,8.85182E+15
PRY,2000,8.94211E+13
PRY,2001,9.10421E+15
PRY,2002,9.16664E+15
PRY,2003,9.25584E+15
PRY,2004,9.32499E+14
PRY,2005,9.46869E+14
PRY,2006,9.6749E+14
PRY,2007,9.64528E+15
PRY,2008,9.66779E+15
PRY,2009,9.68913E+14
PRY,2010,9.74309E+15
PRY,2011,9.82366E+15
PRY,2012,9.78356E+15
PRY,2013,9.90159E+15
PRY,2014,9.90007E+15
PRY,2015,9.93315E+15
PRY,2016,9.84E+14
PRY,2017,9.93E+15
PRY,2018,9.96E+14
PRY,2019,9.97E+15
PRY,2020,100
PER,1992,7.01E+14
PER,1993,6.4749E+15
PER,1994,6.60529E+15
PER,1995,6.73548E+14
PER,1996,67
PER,1997,6.91602E+15
PER,1998,7.20721E+15
PER,1999,7.40785E+15
PER,2000,7.24965E+15
PER,2001,7.21131E+15
PER,2002,7.43827E+14
PER,2003,7.4381E+15
PER,2004,7.56924E+14
PER,2005,7.71736E+15
PER,2006,8.01573E+15
PER,2007,8.19881E+15
PER,2008,8.46783E+14
PER,2009,8.64243E+12
PER,2010,8.81231E+15
PER,2011,8.97075E+15
PER,2012,9.10995E+14
PER,2013,9.21354E+15
PER,2014,9.292E+15
PER,2015,9.38522E+15
PER,2016,9.42E+15
PER,2017,9.48E+15
PER,2018,9.52E+15
PER,2019,9.55514E+15
PER,2020,9.93118E+15
PHL,1993,6.54E+14
PHL,1994,6.80186E+11
PHL,1995,6.91331E+15
PHL,1996,7.0245E+15
PHL,1997,7.13534E+14
PHL,1998,7.13E+15
PHL,1999,7.18742E+14
PHL,2000,7.46617E+15
PHL,2001,7.57229E+15
PHL,2002,7.67766E+15
PHL,2003,7.66E+14
PHL,2004,8.76E+14
PHL,2005,7.99156E+15
PHL,2006,8.018E+15
PHL,2007,8.20139E+15
PHL,2008,8.33E+15
PHL,2009,8.43E+15
PHL,2010,8.53976E+15
PHL,2011,8.72E+15
PHL,2012,8.708E+15
PHL,2013,875
PHL,2014,8.97204E+15
PHL,2015,8.908E+15
PHL,2016,9.20665E+14
PHL,2017,93
PHL,2018,9.44483E+14
PHL,2019,9.56451E+15
PHL,2020,9.68424E+14
POL,1990,100
POL,1991,100
POL,1992,100
POL,1993,100
POL,1994,100
POL,1995,100
POL,1996,100
POL,1997,100
POL,1998,100
POL,1999,100
POL,2000,100
POL,2001,100
POL,2002,100
POL,2003,100
POL,2004,100
POL,2005,100
POL,2006,100
POL,2007,100
POL,2008,100
POL,2009,100
POL,2010,100
POL,2011,100
POL,2012,100
POL,2013,100
POL,2014,100
POL,2015,100
POL,2016,100
POL,2017,100
POL,2018,100
POL,2019,100
POL,2020,100
PRT,1990,100
PRT,1991,100
PRT,1992,100
PRT,1993,100
PRT,1994,100
PRT,1995,100
PRT,1996,100
PRT,1997,100
PRT,1998,100
PRT,1999,100
PRT,2000,100
PRT,2001,100
PRT,2002,100
PRT,2003,100
PRT,2004,100
PRT,2005,100
PRT,2006,100
PRT,2007,100
PRT,2008,100
PRT,2009,100
PRT,2010,100
PRT,2011,100
PRT,2012,100
PRT,2013,100
PRT,2014,100
PRT,2015,100
PRT,2016,100
PRT,2017,100
PRT,2018,100
PRT,2019,100
PRT,2020,100
PRI,1990,9.99834E+15
PRI,1991,9.99931E+15
PRI,1992,9.99986E+15
PRI,1993,100
PRI,1994,100
PRI,1995,100
PRI,1996,100
PRI,1997,100
PRI,1998,100
PRI,1999,100
PRI,2000,100
PRI,2001,100
PRI,2002,100
PRI,2003,100
PRI,2004,100
PRI,2005,100
PRI,2006,100
PRI,2007,100
PRI,2008,100
PRI,2009,100
PRI,2010,100
PRI,2011,100
PRI,2012,100
PRI,2013,100
PRI,2014,100
PRI,2015,100
PRI,2016,100
PRI,2017,100
PRI,2018,100
PRI,2019,100
PRI,2020,100
QAT,1990,100
QAT,1991,100
QAT,1992,100
QAT,1993,100
QAT,1994,100
QAT,1995,100
QAT,1996,100
QAT,1997,100
QAT,1998,100
QAT,1999,100
QAT,2000,100
QAT,2001,100
QAT,2002,100
QAT,2003,100
QAT,2004,100
QAT,2005,100
QAT,2006,100
QAT,2007,100
QAT,2008,100
QAT,2009,100
QAT,2010,100
QAT,2011,100
QAT,2012,100
QAT,2013,100
QAT,2014,100
QAT,2015,100
QAT,2016,100
QAT,2017,100
QAT,2018,100
QAT,2019,100
QAT,2020,100
ROU,1990,100
ROU,1991,100
ROU,1992,100
ROU,1993,100
ROU,1994,100
ROU,1995,100
ROU,1996,100
ROU,1997,100
ROU,1998,100
ROU,1999,100
ROU,2000,100
ROU,2001,100
ROU,2002,100
ROU,2003,100
ROU,2004,100
ROU,2005,100
ROU,2006,100
ROU,2007,100
ROU,2008,100
ROU,2009,100
ROU,2010,100
ROU,2011,100
ROU,2012,100
ROU,2013,100
ROU,2014,100
ROU,2015,100
ROU,2016,9.91E+14
ROU,2017,100
ROU,2018,100
ROU,2019,100
ROU,2020,100
RUS,1990,100
RUS,1991,100
RUS,1992,100
RUS,1993,100
RUS,1994,100
RUS,1995,100
RUS,1996,100
RUS,1997,100
RUS,1998,100
RUS,1999,100
RUS,2000,100
RUS,2001,100
RUS,2002,100
RUS,2003,100
RUS,2004,100
RUS,2005,100
RUS,2006,100
RUS,2007,100
RUS,2008,100
RUS,2009,100
RUS,2010,100
RUS,2011,100
RUS,2012,100
RUS,2013,100
RUS,2014,100
RUS,2015,955
RUS,2016,100
RUS,2017,100
RUS,2018,100
RUS,2019,100
RUS,2020,100
RWA,1992,2.3E+15
RWA,1997,1.02784E+16
RWA,1998,2.17413E+16
RWA,1999,3.31558E+16
RWA,2000,6.2E+15
RWA,2001,4.57232E+16
RWA,2002,5.93286E+15
RWA,2003,7.28816E+16
RWA,2004,8.64058E+15
RWA,2005,4.8E+15
RWA,2006,1.13462E+15
RWA,2007,1.27045E+16
RWA,2008,6
RWA,2009,1.54455E+15
RWA,2010,9.7E+15
RWA,2011,1.08E+16
RWA,2012,175
RWA,2013,1.52E+16
RWA,2014,1.98E+16
RWA,2015,2.28E+16
RWA,2016,2.937E+14
RWA,2017,3.41E+16
RWA,2018,3.69682E+14
RWA,2019,4.03686E+15
RWA,2020,4.66E+16
KNA,1990,9.13068E+15
KNA,1991,9.16712E+15
KNA,1992,9.20354E+15
KNA,1993,9.2399E+15
KNA,1994,9.27612E+14
KNA,1995,9.31214E+15
KNA,1996,9.34788E+15
KNA,1997,9.38329E+14
KNA,1998,9.41829E+13
KNA,1999,9.4528E+15
KNA,2000,9.52815E+15
KNA,2001,9.353E+15
KNA,2002,9.58032E+15
KNA,2003,9.6055E+15
KNA,2004,9.63039E+15
KNA,2005,9.65523E+14
KNA,2006,9.68025E+15
KNA,2007,9.70573E+15
KNA,2008,9.73193E+15
KNA,2009,9.75912E+15
KNA,2010,9.98434E+15
KNA,2011,100
KNA,2012,100
KNA,2013,100
KNA,2014,100
KNA,2015,100
KNA,2016,100
KNA,2017,100
KNA,2018,100
KNA,2019,100
KNA,2020,100
LCA,2000,8.93874E+15
LCA,2001,8.99E+14
LCA,2002,9.03583E+15
LCA,2003,9.08347E+14
LCA,2004,9.13082E+15
LCA,2005,9.17812E+15
LCA,2006,9.2256E+15
LCA,2007,9.27354E+15
LCA,2008,9.3222E+14
LCA,2009,9.37186E+15
LCA,2010,9.42E+15
LCA,2011,9.47525E+15
LCA,2012,9.53434E+15
LCA,2013,9.58574E+15
LCA,2014,9.64376E+15
LCA,2015,9.70327E+14
LCA,2016,9.76397E+15
LCA,2017,9.82798E+14
LCA,2018,9.88774E+15
LCA,2019,9.95022E+15
LCA,2020,100
MAF,1990,100
MAF,1991,100
MAF,1992,100
MAF,1993,100
MAF,1994,100
MAF,1995,100
MAF,1996,100
MAF,1997,100
MAF,1998,100
MAF,1999,100
MAF,2000,100
MAF,2001,100
MAF,2002,100
MAF,2003,100
MAF,2004,100
MAF,2005,100
MAF,2006,100
MAF,2007,9.99974E+15
MAF,2008,9.99841E+15
MAF,2009,9.99549E+15
MAF,2010,100
MAF,2011,100
MAF,2012,100
MAF,2013,100
MAF,2014,100
MAF,2015,100
MAF,2016,100
MAF,2017,100
MAF,2018,100
MAF,2019,100
MAF,2020,100
VCT,1991,6.68E+15
VCT,1992,6.91144E+15
VCT,1993,7046484375
VCT,1994,7.18139E+15
VCT,1995,7.31609E+15
VCT,1996,7.45052E+15
VCT,1997,7.58461E+14
VCT,1998,7.71829E+15
VCT,1999,7.85149E+15
VCT,2000,7.98818E+15
VCT,2001,8.241E+15
VCT,2002,8.24681E+15
VCT,2003,8.37523E+15
VCT,2004,8.50335E+15
VCT,2005,8.63143E+15
VCT,2006,8.75969E+15
VCT,2007,8.879E+15
VCT,2008,9.01783E+15
VCT,2009,9.14826E+15
VCT,2010,9.27996E+13
VCT,2011,9.41319E+14
VCT,2012,9.54822E+15
VCT,2013,9.68524E+14
VCT,2014,9.82404E+15
VCT,2015,9.96433E+15
VCT,2016,9.98008E+15
VCT,2017,9.99777E+15
VCT,2018,100
VCT,2019,100
VCT,2020,100
WSM,1991,7.88E+15
WSM,1992,8.16402E+15
WSM,1993,8.24246E+15
WSM,1994,80
WSM,1995,8.39887E+15
WSM,1996,8.4767E+15
WSM,1997,8.55419E+15
WSM,1998,8.63127E+13
WSM,1999,8.70787E+15
WSM,2000,8.78578E+15
WSM,2001,8.85846E+15
WSM,2002,8.93039E+15
WSM,2003,9.00179E+15
WSM,2004,9.0729E+15
WSM,2005,9.14396E+15
WSM,2006,9.63717E+14
WSM,2007,9.2869E+15
WSM,2008,9.81E+14
WSM,2009,9.79E+14
WSM,2010,9.63611E+15
WSM,2011,9.66686E+15
WSM,2012,9.68269E+15
WSM,2013,9.74165E+15
WSM,2014,9.79E+14
WSM,2015,9.90671E+15
WSM,2016,9.96233E+13
WSM,2017,9.68E+15
WSM,2018,9.99945E+15
WSM,2019,9.92E+15
WSM,2020,100
SMR,1990,100
SMR,1991,100
SMR,1992,100
SMR,1993,100
SMR,1994,100
SMR,1995,100
SMR,1996,100
SMR,1997,100
SMR,1998,100
SMR,1999,100
SMR,2000,100
SMR,2001,100
SMR,2002,100
SMR,2003,100
SMR,2004,100
SMR,2005,100
SMR,2006,100
SMR,2007,100
SMR,2008,100
SMR,2009,100
SMR,2010,100
SMR,2011,100
SMR,2012,100
SMR,2013,100
SMR,2014,100
SMR,2015,100
SMR,2016,100
SMR,2017,100
SMR,2018,100
SMR,2019,100
SMR,2020,100
STP,2000,5.29E+16
STP,2001,5.14912E+16
STP,2002,5.25872E+16
STP,2003,5.36781E+16
STP,2004,5.4766E+16
STP,2005,5.58534E+15
STP,2006,5.69427E+16
STP,2007,5.80365E+16
STP,2008,5.91376E+15
STP,2009,5.69E+16
STP,2010,6.13722E+15
STP,2011,6.25111E+15
STP,2012,5.79E+16
STP,2013,6.48451E+15
STP,2014,6.86E+14
STP,2015,6.72493E+15
STP,2016,6.93205E+15
STP,2017,7.427E+14
STP,2018,71
STP,2019,7.49672E+15
STP,2020,7.65591E+15
SAU,1990,100
SAU,1991,100
SAU,1992,100
SAU,1993,100
SAU,1994,100
SAU,1995,100
SAU,1996,100
SAU,1997,100
SAU,1998,100
SAU,1999,100
SAU,2000,100
SAU,2001,100
SAU,2002,100
SAU,2003,100
SAU,2004,100
SAU,2005,100
SAU,2006,100
SAU,2007,100
SAU,2008,100
SAU,2009,100
SAU,2010,100
SAU,2011,100
SAU,2012,100
SAU,2013,100
SAU,2014,100
SAU,2015,100
SAU,2016,9.99E+14
SAU,2017,9.993E+15
SAU,2018,100
SAU,2019,100
SAU,2020,100
SEN,1993,26
SEN,1994,2.71905E+16
SEN,1995,2.88572E+15
SEN,1996,3.05212E+16
SEN,1997,3.22E+15
SEN,1998,3.38383E+14
SEN,1999,3.62E+15
SEN,2000,3.774E+14
SEN,2001,3.87576E+15
SEN,2002,3.68E+15
SEN,2003,4.19641E+16
SEN,2004,3.68E+15
SEN,2005,4.71E+16
SEN,2006,4.99E+16
SEN,2007,4.83618E+15
SEN,2008,4.99727E+16
SEN,2009,535
SEN,2010,565
SEN,2011,565
SEN,2012,565
SEN,2013,57
SEN,2014,61
SEN,2015,605
SEN,2016,645
SEN,2017,6.17E+15
SEN,2018,66
SEN,2019,7.04E+14
SEN,2020,7.03689E+15
SRB,1990,100
SRB,1991,100
SRB,1992,100
SRB,1993,100
SRB,1994,100
SRB,1995,100
SRB,1996,100
SRB,1997,100
SRB,1998,100
SRB,1999,100
SRB,2000,100
SRB,2001,100
SRB,2002,100
SRB,2003,100
SRB,2004,100
SRB,2005,9.96907E+15
SRB,2006,100
SRB,2007,100
SRB,2008,100
SRB,2009,100
SRB,2010,9.97184E+15
SRB,2011,100
SRB,2012,100
SRB,2013,9.992E+15
SRB,2014,9.96608E+15
SRB,2015,9.99E+14
SRB,2016,100
SRB,2017,100
SRB,2018,100
SRB,2019,9.98E+15
SRB,2020,100
SYC,1994,90
SYC,1995,9.21737E+15
SYC,1996,9.25525E+13
SYC,1997,92
SYC,1998,9.32993E+14
SYC,1999,9.36658E+15
SYC,2000,9.40893E+15
SYC,2001,9.44018E+15
SYC,2002,9.61E+14
SYC,2003,9.50062E+15
SYC,2004,9.53029E+15
SYC,2005,9.55991E+15
SYC,2006,99
SYC,2007,9.61997E+15
SYC,2008,9.65095E+13
SYC,2009,9.68293E+15
SYC,2010,97
SYC,2011,9.8148E+15
SYC,2012,9.83914E+15
SYC,2013,98
SYC,2014,100
SYC,2015,100
SYC,2016,100
SYC,2017,100
SYC,2018,100
SYC,2019,100
SYC,2020,100
SLE,2000,7.78814E+15
SLE,2001,8.55077E+14
SLE,2002,9.30581E+15
SLE,2003,1.00556E+16
SLE,2004,1.68E+16
SLE,2005,1.13325E+15
SLE,2006,1.22972E+16
SLE,2007,1.305E+16
SLE,2008,1.21E+16
SLE,2009,1.45799E+16
SLE,2010,1.14622E+16
SLE,2011,1.42E+16
SLE,2012,1.69765E+16
SLE,2013,135
SLE,2014,1.8666E+16
SLE,2015,1.95345E+16
SLE,2016,2.03E+16
SLE,2017,2.34E+16
SLE,2018,2.61E+16
SLE,2019,2.27E+16
SLE,2020,2.62009E+16
SGP,1990,100
SGP,1991,100
SGP,1992,100
SGP,1993,100
SGP,1994,100
SGP,1995,100
SGP,1996,100
SGP,1997,100
SGP,1998,100
SGP,1999,100
SGP,2000,100
SGP,2001,100
SGP,2002,100
SGP,2003,100
SGP,2004,100
SGP,2005,100
SGP,2006,100
SGP,2007,100
SGP,2008,100
SGP,2009,100
SGP,2010,100
SGP,2011,100
SGP,2012,100
SGP,2013,100
SGP,2014,100
