Code,Year,Access to electricity (% of population)
ZMB,2007,185
ZMB,2008,2.56954E+14
ZMB,2009,2.65031E+16
ZMB,2010,22
ZMB,2011,2.8159E+15
ZMB,2012,2.90127E+16
ZMB,2013,2.98863E+16
ZMB,2014,2.79E+16
ZMB,2015,3.11E+16
ZMB,2016,3.54255E+16
ZMB,2017,4.03E+15
ZMB,2018,4.03179E+15
ZMB,2019,43
ZMB,2020,4.45245E+15
ZWE,1992,2.82E+16
ZWE,1993,3.11637E+16
ZWE,1994,2.81E+16
ZWE,1995,3.19486E+16
ZWE,1996,3.23373E+15
ZWE,1997,3.27226E+15
ZWE,1998,3.31038E+15
ZWE,1999,3.84E+16
ZWE,2000,3.36549E+15
ZWE,2001,3.41728E+15
ZWE,2002,3.42E+15
ZWE,2003,3.51884E+16
ZWE,2004,3.56906E+15
ZWE,2005,3.61923E+15
ZWE,2006,3.72E+15
ZWE,2007,3.7204E+16
ZWE,2008,3.77193E+15
ZWE,2009,4.33691E+16
ZWE,2010,3.87826E+15
ZWE,2011,3.69E+16
ZWE,2012,44
ZWE,2013,4.04984E+16
ZWE,2014,3.23E+15
ZWE,2015,3.37E+15
ZWE,2016,4.25617E+16
ZWE,2017,4.41786E+15
ZWE,2018,4.55726E+15
ZWE,2019,4.67815E+15
ZWE,2020,5.27477E+14
